id,date,amount,label,category,source,status,comment,sharing_mode,account_id,period_id,created_at,updated_at
762,2025-01-31,26.99,CARTE 06/01 CEDEO BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747302,2026-05-25T12:48:49.292691
763,2025-01-31,8.04,CARTE 06/01 CEDEO BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747303,2026-05-25T12:48:49.292691
764,2025-01-31,110.37,CARTE 08/01 CEDEO BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747304,2026-05-25T12:48:49.292692
765,2025-01-31,90.30,CARTE 08/01 CDL ELEC GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747305,2026-05-25T12:48:49.292692
766,2025-01-31,5.75,CARTE 09/01 BRICORAMA RENNES,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747306,2026-05-25T12:48:49.292693
767,2025-01-31,61.08,CARTE 14/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747307,2026-05-25T12:48:49.292693
768,2025-01-31,706.64,CARTE 16/01 MANOMANO 75017 PARIS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747308,2026-05-25T12:48:49.292694
769,2025-01-31,289.27,CARTE 17/01 LA MAISON DU PEI BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747309,2026-05-25T12:48:49.292694
770,2025-01-31,34.78,CARTE 17/01 CDL ELEC GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747310,2026-05-25T12:48:49.292695
771,2025-01-31,20.01,CARTE 17/01 CEDEO BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747311,2026-05-25T12:48:49.292696
772,2025-01-31,39.26,CARTE 19/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747312,2026-05-25T12:48:49.292696
773,2025-01-31,17.36,CARTE 19/01 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747313,2026-05-25T12:48:49.292697
774,2024-12-31,364.40,CARTE 13/12 .DONVAL PROFIBOI BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747314,2026-05-25T12:48:49.292697
775,2024-12-31,12.89,CARTE 14/12 CASTORAMA BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747315,2026-05-25T12:48:49.292698
776,2024-12-31,13.90,CARTE 14/12 CASTORAMA BREST 1485/,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747316,2026-05-25T12:48:49.292698
777,2024-12-31,150.00,CARTE 16/12 LA MAISON DU PEI BREST,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747317,2026-05-25T12:48:49.292699
778,2024-12-31,21.23,CARTE 17/12 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747318,2026-05-25T12:48:49.292699
779,2024-12-31,6.95,CARTE 18/12 LEROY MERLIN GUIPAVAS,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747319,2026-05-25T12:48:49.292700
780,2025-12-24,3987.45,Loic récupère le pret d'Alice,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747320,2026-05-25T12:48:49.292700
781,2025-12-24,3561.00,Loic récupère les paiements Brico D'alice,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747321,2026-05-25T12:48:49.292701
782,2025-12-24,36.00,Loic récupère les paiements Brico D'alice [13/07/2025 18:21]-Alice Mon Cœur a dépensé 36 € chez ambrées,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747322,2026-05-25T12:48:49.292702
783,2025-10-22,17.96,cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747323,2026-05-25T12:48:49.292702
784,2025-10-23,79.25,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747324,2026-05-25T12:48:49.292703
785,2025-10-24,19.09,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747325,2026-05-25T12:48:49.292703
786,2025-10-22,15.48,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747326,2026-05-25T12:48:49.292704
787,2025-10-21,67.99,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747327,2026-05-25T12:48:49.292704
788,2025-10-21,53.96,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747328,2026-05-25T12:48:49.292705
789,2025-10-16,75.44,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747329,2026-05-25T12:48:49.292705
790,2025-09-19,150.32,Cedeo,brico,csv_import,draft,,brico,1,,2026-05-24T19:12:46.747330,2026-05-25T12:48:49.292706
791,2025-12-11,15.59,Brico,brico,csv_import,draft,"7 Pièces Poulie de Levage Mouflage, Roulette à Rainure en V, Roulette de Levage, Roue Gorge Poulies Cable pour Cordes Rail Portail Coulissan",brico,1,,2026-05-24T19:12:46.747331,2026-05-25T12:48:49.292706
792,2025-12-08,4.13,Brico,brico,csv_import,draft,RAM - Support radiateur fonte - Support à visser pour radiateur en fonte type rideau - Longueur axe 90 mm - Longueur totale 120 mm - Ram,brico,1,,2026-05-24T19:12:46.747332,2026-05-25T12:48:49.292707
793,2025-12-08,19.99,Brico,brico,csv_import,draft,"VANCOCO 1/2 ""(15×21) Robinet Thermostatique + Robinet de Retour Kit Complet, Raccord Étanche, Régulateur de Radiateur, Coude en Équerre, Blanc, Sonde Liquide, Protection Anti-Gel, Norme EN215",brico,1,,2026-05-24T19:12:46.747333,2026-05-25T12:48:49.292707
794,2025-12-08,154.39,Brico,brico,csv_import,draft,"VEVOR Sableuse Pneumatiques en Acier, Machine de Sablage Rouge avec Cabine Sablage 40 L, Sableuse Professionnel pour le Nettoyage de Surface, le Sculpture, la Élimination de la Rouille et la Remise",brico,1,,2026-05-24T19:12:46.747334,2026-05-25T12:48:49.292708
795,2025-12-08,599.90,Brico,brico,csv_import,draft,"Einhell Compresseur à air TE-AC 430/90/10 (3000 W, Cuve de 90 L, Pression 10bar, Débit d'aspiration 430 l/min, Réducteur de pression)",brico,1,,2026-05-24T19:12:46.747335,2026-05-25T12:48:49.292709
796,2025-12-08,12.69,Brico,brico,csv_import,draft,"2 Ans Assurance dommage accidentel pour Un Outil de 550 EUR à 599,99 EUR",brico,1,,2026-05-24T19:12:46.747336,2026-05-25T12:48:49.292709
797,2025-12-07,14.95,Brico,brico,csv_import,draft,"Clé de montage étagée universelle avec douille carrée 1/2"" 5 tailles pour sanitaires et radiateurs WIESEMANN 1893 I 81116",brico,1,,2026-05-24T19:12:46.747337,2026-05-25T12:48:49.292710
798,2025-11-26,15.70,Brico,brico,csv_import,draft,"TFA Dostmann thermomètre numérique, 30.3072.01.90, température extérieure par capteur sans fil, température intérieure, fonction maxi/mini, Amazon Exclusive, noir",brico,1,,2026-05-24T19:12:46.747338,2026-05-25T12:48:49.292710
799,2025-11-24,8.39,Brico,brico,csv_import,draft,KS TOOLS Cutter Universel à Lame Sécable - Magasin de 6 Lames - 25 mm,brico,1,,2026-05-24T19:12:46.747339,2026-05-25T12:48:49.292711
800,2025-11-24,12.33,Brico,brico,csv_import,draft,Kit de réducteur à filetage pour radiateurs de style rétro et radiateurs à colonnes traditionnels de 1 pouce Wärmer System,brico,1,,2026-05-24T19:12:46.747340,2026-05-25T12:48:49.292711
801,2025-11-24,12.33,Brico,brico,csv_import,draft,Kit de réducteur à filetage pour radiateurs de style rétro et radiateurs à colonnes traditionnels de 1 pouce Wärmer System,brico,1,,2026-05-24T19:12:46.747341,2026-05-25T12:48:49.292712
802,2025-11-22,11.98,Brico,brico,csv_import,draft,Bosch Professional cutter classique de 18 mm,brico,1,,2026-05-24T19:12:46.747342,2026-05-25T12:48:49.292712
803,2025-11-12,8.64,Brico,brico,csv_import,draft,"Ram - Support à Visser pour Radiateur Rideau, 65mm",brico,1,,2026-05-24T19:12:46.747343,2026-05-25T12:48:49.292713
804,2025-11-12,12.98,Brico,brico,csv_import,draft,Kit de réducteur à filetage pour radiateurs de style rétro et radiateurs à colonnes traditionnels de 1 pouce Wärmer System,brico,1,,2026-05-24T19:12:46.747344,2026-05-25T12:48:49.292713
805,2025-11-11,4.38,Brico,brico,csv_import,draft,"Tecuro Joint plat en caoutchouc pour filtre d’évier, 8,9 cm, Ø 113 mm",brico,1,,2026-05-24T19:12:46.747345,2026-05-25T12:48:49.292714
806,2025-11-05,20.00,Brico,brico,csv_import,draft,Jardibric - Raccord PVC Récupérateur d'Eau pour Descente de Gouttière - À Fixer sur Gouttière Ø80 mm - Sortie Ø35 mm - Optimisez votre Système de Récupération des Eaux de Pluie (Gris),brico,1,,2026-05-24T19:12:46.747346,2026-05-25T12:48:49.292715
807,2025-11-04,44.99,Brico,brico,csv_import,draft,"Iris Ohyama, Boite Rangement Hermétique Plastique, 30L, Lot de 4, Transparent, Couvercle, Joint Etanche, Clips de Fermeture, Empilable, pour Exterieur, Garage, Vetement, Anti Poussiere, WSB-30",brico,1,,2026-05-24T19:12:46.747347,2026-05-25T12:48:49.292715
808,2025-11-04,29.90,Brico,brico,csv_import,draft,"Stanley Boîte de rangement FatMax (44,29 cm x 35,60 cm x 11,00 cm, compartiments profonds, fermetures en plastique robustes, amovibles, couvercle résistant aux rayures et aux chocs) 1-97-521",brico,1,,2026-05-24T19:12:46.747348,2026-05-25T12:48:49.292716
809,2025-11-04,23.69,Brico,brico,csv_import,draft,EMSea 10pcs Vis de Purge en Laiton Radiateur Chauffage Contrôle Fileté Rotatif Kit de Réparation pour Bouchon de Soupape Purge Réduisant Pression de Ventilation,brico,1,,2026-05-24T19:12:46.747349,2026-05-25T12:48:49.292716
810,2025-11-01,11.99,Brico,brico,csv_import,draft,"Bande d'Etanchéité en Silicone, 10m Transparent Bande d'étanchéité Auto-adhésive Bas Strip -Bise joint de fond de porte Imperméable Coupe-vent Anti-poussière",brico,1,,2026-05-24T19:12:46.747350,2026-05-25T12:48:49.292717
811,2025-10-31,11.22,Brico,brico,csv_import,draft,Mousse filtrante d'origine Aspirateur 12012937 BOSCH,brico,1,,2026-05-24T19:12:46.747351,2026-05-25T12:48:49.292717
812,2025-10-14,39.52,Brico,brico,csv_import,draft,Kit de fixation pour radiateurs fonte Réf C13900313,brico,1,,2026-05-24T19:12:46.747352,2026-05-25T12:48:49.292718
813,2025-10-05,44.99,Brico,brico,csv_import,draft,"Iris Ohyama, Boite Rangement Hermétique Plastique, 30L, Lot de 4, Transparent, Couvercle, Joint Etanche, Clips de Fermeture, Empilable, pour Exterieur, Garage, Vetement, Anti Poussiere, WSB-30",brico,1,,2026-05-24T19:12:46.747353,2026-05-25T12:48:49.292718
814,2025-10-04,23.33,Brico,brico,csv_import,draft,Festool Abrasif Granat STF D90/6 P60 GR/50,brico,1,,2026-05-24T19:12:46.747354,2026-05-25T12:48:49.292719
815,2025-10-04,16.71,Brico,brico,csv_import,draft,Festool Abrasif Granat STF V93/6 P80 GR/50,brico,1,,2026-05-24T19:12:46.747355,2026-05-25T12:48:49.292719
816,2025-10-04,19.19,Brico,brico,csv_import,draft,Festool Abrasif Granat STF V93/6 P60 GR/50,brico,1,,2026-05-24T19:12:46.747356,2026-05-25T12:48:49.292720
817,2025-10-01,16.67,Brico,brico,csv_import,draft,Makita 165396-7 - Butée de sécurité fixe pour scie sabre JR3050T JR3060T,brico,1,,2026-05-24T19:12:46.747357,2026-05-25T12:48:49.292721
818,2025-09-16,5.98,Brico,brico,csv_import,draft,"Plaque gravée pour nom et numéro boîte aux lettres autocollante 10x2,5cm personnalisée 1 à 3 lignes Alu Brossé",brico,1,,2026-05-24T19:12:46.747358,2026-05-25T12:48:49.292721
819,2025-09-14,16.11,Brico,brico,csv_import,draft,"fischer - Cheville autoforeuse pour plaques de carton-plâtre DuoBlade + vis/Boîte de 25 chevilles + 25 vis à bois aggloméré 4,5x40",brico,1,,2026-05-24T19:12:46.747359,2026-05-25T12:48:49.292722
820,2025-09-14,3.19,Brico,brico,csv_import,draft,Pansements universel famille Mercurochrome - x50,brico,1,,2026-05-24T19:12:46.747360,2026-05-25T12:48:49.292722
821,2025-08-25,36.06,Brico,brico,csv_import,draft,Festool Plateau de ponçage ST-STF 125/8-M4-J W-HT,brico,1,,2026-05-24T19:12:46.747362,2026-05-25T12:48:49.292723
822,2025-08-22,127.99,Brico,brico,csv_import,draft,"Bosch Electroménager Série 4, BGC21HYG1, aspirateur traîneau sans Sac Pro Hygiène, Filtre hygiénique UltraAllergie, Puissant et Compact, 550 Watts, Accessoire pour Matelas Inclus, Blanc",brico,1,,2026-05-24T19:12:46.747363,2026-05-25T12:48:49.292723
823,2025-08-21,5.95,Brico,brico,csv_import,draft,"Elco 74505-92 Paquet de 50 enveloppes sans fenêtre Format C5 Brun, Kraft",brico,1,,2026-05-24T19:12:46.747364,2026-05-25T12:48:49.292724
824,2025-08-21,5.91,Brico,brico,csv_import,draft,Calligraphe (gamme correspondance Clairefontaine) 5665C - Paquet de 100 Enveloppes Blanches DL-110x220mm - Auto-Adhésives - 80g/m²,brico,1,,2026-05-24T19:12:46.747365,2026-05-25T12:48:49.292724
825,2025-08-21,4.15,Brico,brico,csv_import,draft,OXFORD Correspondance Enveloppes avec distributeur Boite de 100 Blanc,brico,1,,2026-05-24T19:12:46.747366,2026-05-25T12:48:49.292725
826,2025-08-21,13.99,Brico,brico,csv_import,draft,Lifeswonderful - Lot de 16 Embouts Ronds Transparents - pour Pieds De Meubles - Différentes Tailles (28mm),brico,1,,2026-05-24T19:12:46.747367,2026-05-25T12:48:49.292725
827,2025-08-12,12.90,Brico,brico,csv_import,draft,"Fischer Big Pack Duopower, 536382, 6x30 mm 240 pz",brico,1,,2026-05-24T19:12:46.747368,2026-05-25T12:48:49.292726
828,2025-08-12,13.63,Brico,brico,csv_import,draft,fischer - Cheville bi-matière et multi-matériaux DUOPOWER 8x65 / Boîte de 50,brico,1,,2026-05-24T19:12:46.747369,2026-05-25T12:48:49.292726
829,2025-08-11,26.99,Brico,brico,csv_import,draft,"WORKPRO Pistolet à Calfeutrer Silicone en Métal avec 2 Modes de Rapport de Poussée, Transmission de Force 9:1 et 18:1, Pistolet à Cartouche pour Cartouches de Silicone et d'Adhésif de 295ml",brico,1,,2026-05-24T19:12:46.747370,2026-05-25T12:48:49.292727
830,2025-08-09,3.55,Brico,brico,csv_import,draft,Sader Colle Contact Type Néoprène – Sans Solvant et Sans Odeur – Colle Extra Forte Tous Matériaux – Intérieur et Extérieur Sous Abri – Prise Immédiate – Translucide – Tube 30 ml,brico,1,,2026-05-24T19:12:46.747371,2026-05-25T12:48:49.292728
831,2025-08-07,13.95,Brico,brico,csv_import,draft,"MIRTUX Pack d’accessoires compatible avec Roomba E5 E6 i1 i3 i3+ i7 e5154 e5158 j7 - Kit complet de pièces de rechange - Comprend brosses latérales, filtres et rouleaux extracteurs de remplacement",brico,1,,2026-05-24T19:12:46.747372,2026-05-25T12:48:49.292728
832,2025-08-04,10.99,Brico,brico,csv_import,draft,"40 Pièces Crochet de Manteau Métal Crochets de Patères Manteau de Porte, Rétro Crochet Mural Crochet Patere avec 80 Vis Pour Cuisine Salon Chambre Derrière la Porte (Bronze）",brico,1,,2026-05-24T19:12:46.747373,2026-05-25T12:48:49.292729
833,2025-07-31,11.99,Brico,brico,csv_import,draft,"Folishine Câble Ethernet 10 m, Cat7 Internet haute vitesse avec connecteur RJ45 plaqué or, câble LAN blindé pour commutateur de réseau, plus rapide que Cat5/Cat5e/Cat6-Blanc",brico,1,,2026-05-24T19:12:46.747374,2026-05-25T12:48:49.292729
834,2025-12-12,39.90,Brico,brico,csv_import,draft,XL Bol chantant fait main au Népal – set tibétain pour la méditation – Yoga – Fuseau avec du cuir – Box de papier Lokta,brico,1,,2026-05-24T19:12:46.747375,2026-05-25T12:48:49.292730
835,2025-12-11,41.50,Brico,brico,csv_import,draft,"travelite beautycase Coque Dure Bagage à Main, Bali, Valise cosmétique avec Organiseur et Fonction d'accrochage, 36 cm, 17 litres",brico,1,,2026-05-24T19:12:46.747376,2026-05-25T12:48:49.292730
836,2025-12-08,38.99,Brico,brico,csv_import,draft,"QeeLink Tablier de travail en cuir avec 6 poches à outils, tablier de soudure robuste pour homme et femme, résistant à la chaleur, 61 cm x 91 cm, réglable de taille M à XXL",brico,1,,2026-05-24T19:12:46.747377,2026-05-25T12:48:49.292731
837,2025-12-08,19.99,Brico,brico,csv_import,draft,"VANCOCO 1/2 '(15×21) Robinet Thermostatique + Robinet de Retour Kit Complet, Raccord Étanche, Régulateur de Radiateur, Coude en Équerre, Blanc, Sonde Liquide, Protection Anti-Gel, Norme EN215",brico,1,,2026-05-24T19:12:46.747378,2026-05-25T12:48:49.292731
838,2025-12-07,14.95,Brico,brico,csv_import,draft,Clé de montage étagée universelle avec douille carrée 1/2' 5 tailles pour sanitaires et radiateurs WIESEMANN 1893 I 81116,brico,1,,2026-05-24T19:12:46.747382,2026-05-25T12:48:49.292732
839,2025-12-03,25.49,Brico,brico,csv_import,draft,UGREEN Câble USB C vers DisplayPort 1.4 8K 60Hz 4K 240Hz Compatible avec iPhone 17 Pro Max Air iPhone 16 Plus Pro Max MacBook M4 M3 iPad Air Galaxy S25 S24 Tab S9 Câble Type C DP Thunderbolt 4 3 (3M),brico,1,,2026-05-24T19:12:46.747383,2026-05-25T12:48:49.292732
840,2025-12-02,17.90,Brico,brico,csv_import,draft,"Champion Mixte Legacy Crew Socks X6 Chaussettes De Sport, Blanc1, 39-42 EU",brico,1,,2026-05-24T19:12:46.747384,2026-05-25T12:48:49.292733
841,2025-12-01,22.43,Brico,brico,csv_import,draft,"Rolling Square inCharge XL 30cm - Cable Usb c Charge Rapide, 100 W - Chargeur Usb c Universel 6 en 1 pour Appareils Mobiles avec Usb c + Cable Lightning et Micro Usb, Idéal comme Cadeau Homme, Blanc",brico,1,,2026-05-24T19:12:46.747385,2026-05-25T12:48:49.292733
842,2025-12-01,10.99,Brico,brico,csv_import,draft,"Anker cable iPhone USB C, câble 310 USB-C vers Lightning, certifié MFi, câble de charge rapide iPhone 14 Plus 14 14 Pro Max 13 13 Pro 12 11 X XS XR",brico,1,,2026-05-24T19:12:46.747386,2026-05-25T12:48:49.292734
843,2025-11-29,17.14,Brico,brico,csv_import,draft,UGREEN Câble USB C vers DisplayPort 1.4 8K 60Hz 4K 240Hz Compatible avec iPhone 17 Pro Max Air iPhone 16 Plus Pro Max MacBook M4 M3 iPad Air Galaxy S25 S24 Tab S9 Câble Type C DP Thunderbolt 4 3 (2M),brico,1,,2026-05-24T19:12:46.747387,2026-05-25T12:48:49.292734
844,2025-11-29,18.99,Brico,brico,csv_import,draft,"SABRENT Support pour Mac Mini, Support de Montage VESA pour Mac Mini, Support Mural M1, Fixation sous Un Bureau avec vis pour cloison sèche Chevilles Inclus (BK-MABM)",brico,1,,2026-05-24T19:12:46.747388,2026-05-25T12:48:49.292735
845,2025-11-28,11.39,Brico,brico,csv_import,draft,"TOCOL Verre Trempé pour iPhone 14 Pro, Dépoussiérage Automatique, Sans Bulles, Dureté 9H, Couverture Complète Protection écran, Coques de Téléphone Compatibles, 2 Pièces",brico,1,,2026-05-24T19:12:46.747389,2026-05-25T12:48:49.292736
846,2025-11-28,35.36,Brico,brico,csv_import,draft,UGREEN 100W 6 Ports Chargeur USB C Rapide Station de Charge Bureau GaN Tech 65W Compatible avec iPhone 17 Pro Max Air 16 Plus 15 14 13 12 11 iPad Mini MacBook Pro Air M4 M3 M2 M1 Galaxy S25 S24 S23,brico,1,,2026-05-24T19:12:46.747390,2026-05-25T12:48:49.292736
847,2025-11-28,6.64,Brico,brico,csv_import,draft,"ivoler [4 pièces Caméra Arrière Protecteur pour iPhone 14 Pro/15 Pro /16 Pro/iPhone 14 Pro Max /15 Pro Max /16 Pro Max Caméra, Protection Camera [Anti Rayures] Ultra Résistant Film Verre Trempé",brico,1,,2026-05-24T19:12:46.747391,2026-05-25T12:48:49.292737
848,2025-11-28,18.99,Brico,brico,csv_import,draft,Panasonic KX-TG1611FRC Téléphone solo sans fil DECT sans répondeur Bleu [Version Française],brico,1,,2026-05-24T19:12:46.747392,2026-05-25T12:48:49.292737
849,2025-11-27,109.98,Brico,brico,csv_import,draft,Sodastream DUO Machine à Eau Pétillante et Soda pour Carafe en Verre | Pack 1 Carafe en Verre 1L + 1 Bouteille 1L Finition Acier Inoxydable Lave-Vaisselle + 1 Recharge de Gaz 60L à Clipser | Noire,brico,1,,2026-05-24T19:12:46.747393,2026-05-25T12:48:49.292738
850,2025-11-27,5.09,Brico,brico,csv_import,draft,"2 Ans Extension de Garantie pour Un Petit Appareil ménager de 100 EUR à 149,99 EUR",brico,1,,2026-05-24T19:12:46.747394,2026-05-25T12:48:49.292738
851,2025-11-26,21.99,Brico,brico,csv_import,draft,"Anker Chargeur USB C (Nano II 65 W), Station 3 Ports, PPS, Rapide, Bloc d'alimentation USB C Compact pour iPhone 16/iPhone 16 Pro Max,MacBook,iPad,Steam Deck,Galaxy S20,Dell XPS 13,Note 20/10+,Pixel",brico,1,,2026-05-24T19:12:46.747395,2026-05-25T12:48:49.292739
852,2025-11-25,699.99,Brico,brico,csv_import,draft,"Samsung Ecran PC Odyssey G91F 49’’ 144Hz, 1ms, Dalle VA Incurvée 1000R, DWQHD : 5120 x 1440, 2500:1, AMD FreeSync Premium Pro, Auto Source Switch +, Pied Ajustable, DisplayPort, HDMI, LS49FG916EUXEN",brico,1,,2026-05-24T19:12:46.747396,2026-05-25T12:48:49.292739
853,2025-11-25,5.12,Brico,brico,csv_import,draft,"Câble Multi USB, 3 en 1 Câble Universel Rapide [1.2M] Cable Multi Chargeur USBC Nylon Tressé Micro USB Type C Lightning Cable pour iPhone, Samsung, Redmi, Huawei, Sony, LG, Nokia, Android, OnePlus",brico,1,,2026-05-24T19:12:46.747397,2026-05-25T12:48:49.292740
854,2025-11-25,84.99,Brico,brico,csv_import,draft,"ARES WING Support Mural Moniteur pour PC et TV – Écrans de 17 à 49 Pouces – Bras Ergonomique Ajustable avec Inclinaison et Pivot, Supporte Moniteur de 20 kg-VESA 75/100, Blanc",brico,1,,2026-05-24T19:12:46.747398,2026-05-25T12:48:49.292740
855,2025-11-24,6.82,Brico,brico,csv_import,draft,Le carnet du soudeur : 50 tableaux préremplis + 50 pages de notes afin de retrouver rapidement et avoir toujours ses réglages à portée de main !: Cahier de notes et de réglages pour soudeur,brico,1,,2026-05-24T19:12:46.747399,2026-05-25T12:48:49.292741
856,2025-11-24,28.50,Brico,brico,csv_import,draft,"200W Chargeur USB C, Chargeur Rapide avec GaN III Tech, 8 Ports PD QC PPS Prise Multiple, 65W Adaptateur Chargeur Laptop Compatible avec MacBook Pro/Air Laptop, iPhone, iPad Pro, Galaxy, SteamDeck",brico,1,,2026-05-24T19:12:46.747400,2026-05-25T12:48:49.292741
857,2025-11-21,26.59,Brico,brico,csv_import,draft,"SwitchBot IP65 Hygromètre Thermomètre Intérieur Extérieur, Portée Bluetooth de 100m, Capteur d'Humidité/Dewpoint/VPD/Absolu, Stockage de Données Gratuit à Exporter, 2 Ans de Durée de vie des Piles",brico,1,,2026-05-24T19:12:46.747402,2026-05-25T12:48:49.292742
858,2025-11-21,37.10,Brico,brico,csv_import,draft,"JBL Clip 5, Enceinte Bluetooth ultra-portable, mousqueton intégré, son JBL Pro, basses percutantes, 12 heures d'autonomie, fonction Playtime Boost, résistante à l'eau et à la poussière IP67, en gris",brico,1,,2026-05-24T19:12:46.747403,2026-05-25T12:48:49.292743
859,2025-11-21,10.50,Brico,brico,csv_import,draft,"Gütermann Fil à coudre, extra résistant, en polyester, 100 m, pour machine à coudre, indéchirable et anti-UV, gris",brico,1,,2026-05-24T19:12:46.747404,2026-05-25T12:48:49.292743
860,2025-11-19,5.99,Brico,brico,csv_import,draft,Max,brico,1,,2026-05-24T19:12:46.747405,2026-05-25T12:48:49.292744
861,2025-11-01,17.99,Brico,brico,csv_import,draft,"HYOJCWU 5 Pièces Tuteur Monstera, 42cm Tuteur Coco avec Bande, Serre-câble et Ficelle, Tuteurs Sphaigne Extensible jusqu'à 160cm, pour La Maison Jardin",brico,1,,2026-05-24T19:12:46.747406,2026-05-25T12:48:49.292744
862,2025-10-27,16.90,Brico,brico,csv_import,draft,"Cache verre de lampe d'origine Four, cuisinière 00187384, 00174079 BOSCH Four, cuisinière 00187384, 00174079 BOSCH",brico,1,,2026-05-24T19:12:46.747407,2026-05-25T12:48:49.292745
863,2025-10-27,10.44,Brico,brico,csv_import,draft,"Philips Ampoule E14 40 W Four forme de goutte Diamètre 29 mm, résistantes à max. 300 °C. Lot de 2 blanc chaud",brico,1,,2026-05-24T19:12:46.747408,2026-05-25T12:48:49.292745
864,2025-10-23,15.60,Brico,brico,csv_import,draft,"Planche à découper en titane – Planche à découper double face en acier inoxydable de qualité alimentaire, facile à nettoyer, antirouille, antidérapante (37 x 24 cm)",brico,1,,2026-05-24T19:12:46.747409,2026-05-25T12:48:49.292746
865,2025-10-20,27.25,Brico,brico,csv_import,draft,"APT Boule d’attelage de remorque, 50 mm de diamètre, boulon M16 droit à embout sphérique",brico,1,,2026-05-24T19:12:46.747410,2026-05-25T12:48:49.292746
866,2025-10-19,5.99,Brico,brico,csv_import,draft,Max,brico,1,,2026-05-24T19:12:46.747411,2026-05-25T12:48:49.292747
867,2025-10-16,17.99,Brico,brico,csv_import,draft,"KINGLAKE 4 Pièces 60 cm Attache pour Arbre Fruitier, Attache Tuteur Arbre Résistantes, Sangle pour Arbre Réglables, Lien Tuteur Arbre avec Boucle pour la Prise en Charge des Arbres Arbustes",brico,1,,2026-05-24T19:12:46.747412,2026-05-25T12:48:49.292747
868,2025-10-16,11.99,Brico,brico,csv_import,draft,"WESTWOOD FOX Gants de jardinage en cuir résistant aux épines, gants de travail robustes pour homme et femme, outils de jardin, mécanicien, jardinier, antidérapants, cadeau de protection (Rouge, M)",brico,1,,2026-05-24T19:12:46.747413,2026-05-25T12:48:49.292748
869,2025-10-16,21.79,Brico,brico,csv_import,draft,KOTARBAU® Forke Fourche à fumier Fourche à foin 4 dents 4 dents Fourche à foin Fourche à foin Fourche à foin Fourche à foin Fourche à foin Fourche à foin Fourche à,brico,1,,2026-05-24T19:12:46.747414,2026-05-25T12:48:49.292748
870,2025-10-16,11.99,Brico,brico,csv_import,draft,"KINGLAKE 5 Pièces Attaches pour Tuteu Arbres 35CM, Attache Branches Arbre Vert, Liens pour Attache Les Arbres, Accroche Tuteur Arbre pour Le Soutien des Arbres Plantes Fruitier",brico,1,,2026-05-24T19:12:46.747415,2026-05-25T12:48:49.292749
871,2025-10-16,13.99,Brico,brico,csv_import,draft,"Tenn Well Sangles de Fixation pour Arbre de Jardin, 20M Sangle de Soutien en Nylon Solide pour Grandes Plantes, Piquets, Greffes et Lissage (Vert)",brico,1,,2026-05-24T19:12:46.747416,2026-05-25T12:48:49.292750
872,2025-10-16,1.62,Brico,brico,csv_import,draft,Sanytol - Lingettes Multi-Usages Désinfectantes Eucalyptus x 72 lingettes,brico,1,,2026-05-24T19:12:46.747417,2026-05-25T12:48:49.292750
873,2025-10-16,25.95,Brico,brico,csv_import,draft,"Massette très longue 3LB (1,3 kg) avec manche en fibre de verre 2K par WIESEMANN 1893 | gamme ENFORCE | tête forgée et trempée par induction | 80478",brico,1,,2026-05-24T19:12:46.747418,2026-05-25T12:48:49.292751
874,2025-10-16,17.99,Brico,brico,csv_import,draft,Apple EarPods avec connecteur Lightning ​​​​​​​,brico,1,,2026-05-24T19:12:46.747419,2026-05-25T12:48:49.292751
